,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
13205,Super built-up  Area,Ready To Move,HSR Layout,1140,2,2,46,2,105.90942,56294.8,531.5372325,Tier 4
1273,Built-up  Area,Not Ready,Huskur,1140,2,1,32.92,2,105.90942,40287.496,380.3957759,Tier 4
2455,Carpet  Area,Ready To Move,K R C kothanur,1140,2,3,45,2,105.90942,55071,519.9820752,Tier 4
12339,Super built-up  Area,Ready To Move,Kadubeesanahalli,1140,2,1,78,2,105.90942,95456.4,901.3022638,Tier 1
1021,Built-up  Area,Ready To Move,Kaggadasapura,1140,2,2,46,2,105.90942,56294.8,531.5372325,Tier 4
4932,Super built-up  Area,Ready To Move,Kaggadasapura,1140,2,2,40,2,105.90942,48952,462.2062891,Tier 4
1725,Built-up  Area,Ready To Move,Kanakpura Road,1140,2,1,65,2,105.90942,79547,751.0852198,Tier 2
5745,Super built-up  Area,Ready To Move,Kogilu,1140,2,1,50.66,2,105.90942,61997.708,585.3842652,Tier 3
7549,Super built-up  Area,Ready To Move,Kogilu,1140,2,2,50.66,2,105.90942,61997.708,585.3842652,Tier 3
12861,Super built-up  Area,Ready To Move,Kogilu,1140,2,2,50.66,2,105.90942,61997.708,585.3842652,Tier 3
13192,Super built-up  Area,Ready To Move,Kogilu,1140,2,2,50.66,2,105.90942,61997.708,585.3842652,Tier 3
528,Built-up  Area,Ready To Move,Koramangala,1140,2,1,75.2,2,105.90942,92029.76,868.9478235,Tier 2
11728,Super built-up  Area,Ready To Move,Kothanur,1140,2,2,56,2,105.90942,68532.8,647.0888048,Tier 3
12243,Super built-up  Area,Not Ready,Kothanur,1140,2,2,56,2,105.90942,68532.8,647.0888048,Tier 3
9041,Super built-up  Area,Ready To Move,KR Puram,1140,2,1,43.32,2,105.90942,53015.016,500.5694111,Tier 4
5974,Super built-up  Area,Ready To Move,Laxmi Sagar Layout,1140,2,1,76,2,105.90942,93008.8,878.1919493,Tier 2
4740,Super built-up  Area,Not Ready,Malleshpalya,1140,2,2,46.5,2,105.90942,56906.7,537.3148111,Tier 4
833,Built-up  Area,Ready To Move,Manorayana Palya,1140,2,2,52,2,105.90942,63637.6,600.8681758,Tier 3
1353,Built-up  Area,Ready To Move,Margondanahalli,1140,2,1,60,2,105.90942,73428,693.3094337,Tier 2
12819,Super built-up  Area,Ready To Move,Mico Layout,1140,2,2,43,2,105.90942,52623.4,496.8717608,Tier 4
10459,Super built-up  Area,Ready To Move,Nyanappana Halli,1140,2,2,49,2,105.90942,59966.2,566.2027042,Tier 3
9495,Super built-up  Area,Ready To Move,Panathur,1140,2,1,51.2,2,105.90942,62658.56,591.6240501,Tier 3
3305,Plot  Area,Ready To Move,R.T. Nagar,1140,3,1,130,3,105.90942,159094,1502.17044,Tier 1
1540,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,2,38.65,2,105.90942,47299.87,446.6068269,Tier 4
5104,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,1,49.39,2,105.90942,60443.482,570.7092155,Tier 3
6836,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,2,38.55,2,105.90942,47177.49,445.4513111,Tier 4
7756,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,2,38.65,2,105.90942,47299.87,446.6068269,Tier 4
8135,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,1,49.27,2,105.90942,60296.626,569.3225966,Tier 3
10086,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,1,48.7,2,105.90942,59599.06,562.736157,Tier 3
10150,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,2,38.55,2,105.90942,47177.49,445.4513111,Tier 4
13243,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,2,44,2,105.90942,53847.2,508.426918,Tier 4
13256,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140,2,2,39,2,105.90942,47728.2,450.6511319,Tier 4
12850,Super built-up  Area,Ready To Move,Sarjapur  Road,1140,2,1,40,2,105.90942,48952,462.2062891,Tier 4
11918,Super built-up  Area,Ready To Move,Somasundara Palya,1140,2,2,46,2,105.90942,56294.8,531.5372325,Tier 4
7755,Super built-up  Area,Ready To Move,Thanisandra,1140,2,1,36,2,105.90942,44056.8,415.9856602,Tier 4
9209,Super built-up  Area,Ready To Move,Thanisandra,1140,2,1,39,2,105.90942,47728.2,450.6511319,Tier 4
11732,Super built-up  Area,Ready To Move,Thanisandra,1140,2,1,59,2,105.90942,72204.2,681.7542764,Tier 3
7421,Super built-up  Area,Ready To Move,Varthur,1140,2,3,55.5,2,105.90942,67920.9,641.3112261,Tier 3
7654,Super built-up  Area,Ready To Move,Varthur,1140,2,2,39.9,2,105.90942,48829.62,461.0507734,Tier 4
10925,Super built-up  Area,Not Ready,Varthur Road,1140,2,2,49.11,2,105.90942,60100.818,567.4737715,Tier 3
4980,Super built-up  Area,Ready To Move,Whitefield,1140,2,1,56,2,105.90942,68532.8,647.0888048,Tier 3
5369,Super built-up  Area,Ready To Move,Whitefield,1140,2,2,41,2,105.90942,50175.8,473.7614463,Tier 4
7073,Super built-up  Area,Ready To Move,Whitefield,1140,2,2,39,2,105.90942,47728.2,450.6511319,Tier 4
8055,Super built-up  Area,Not Ready,Whitefield,1140,2,2,45,2,105.90942,55071,519.9820752,Tier 4
9855,Super built-up  Area,Ready To Move,Whitefield,1140,2,2,40,2,105.90942,48952,462.2062891,Tier 4
10231,Super built-up  Area,Ready To Move,Whitefield,1140,2,2,50,2,105.90942,61190,577.7578614,Tier 3
12675,Super built-up  Area,Ready To Move,Whitefield,1140,2,3,55,2,105.90942,67309,635.5336475,Tier 3
11931,Super built-up  Area,Ready To Move,Yelahanka,1140,2,1,50.66,2,105.90942,61997.708,585.3842652,Tier 3
9290,Super built-up  Area,Ready To Move,Akshaya Vana,1141,2,1,55,2,106.002323,67309,634.9766505,Tier 3
5067,Super built-up  Area,Not Ready,Anandapura,1141,2,1,42.79,2,106.002323,52366.402,494.0118341,Tier 4
7078,Super built-up  Area,Ready To Move,Anandapura,1141,2,1,42.75,2,106.002323,52317.45,493.5500329,Tier 4
12307,Super built-up  Area,Ready To Move,Anandapura,1141,2,1,50,2,106.002323,61190,577.2515004,Tier 3
6732,Super built-up  Area,Ready To Move,Babusapalaya,1141,2,1,46,2,106.002323,56294.8,531.0713804,Tier 4
7215,Super built-up  Area,Ready To Move,Babusapalaya,1141,2,1,45.9,2,106.002323,56172.42,529.9168774,Tier 4
7160,Super built-up  Area,Ready To Move,Divya Unnathi Layout,1141,2,2,49,2,106.002323,59966.2,565.7064704,Tier 3
6859,Super built-up  Area,Ready To Move,Hormavu,1141,2,1,44.4,2,106.002323,54336.72,512.5993324,Tier 4
10665,Super built-up  Area,Ready To Move,Kothanur,1141,2,2,54,2,106.002323,66085.2,623.4316205,Tier 3
2415,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1141,2,1,60,2,106.002323,73428,692.7018005,Tier 2
4969,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1141,2,2,38.55,2,106.002323,47177.49,445.0609068,Tier 4
895,Built-up  Area,Ready To Move,Samethanahalli,1141,2,2,40,2,106.002323,48952,461.8012003,Tier 4
5199,Super built-up  Area,Ready To Move,Vadarpalya,1141,2,0,62,2,106.002323,75875.6,715.7918605,Tier 2
1550,Built-up  Area,Ready To Move,Whitefield,1141,2,1,62,2,106.002323,75875.6,715.7918605,Tier 2
158,Built-up  Area,Ready To Move,Brookefield,1142,2,2,70,2,106.095226,85666,807.4444368,Tier 2
1754,Built-up  Area,Ready To Move,Electronic City,1142,2,0,35,2,106.095226,42833,403.7222184,Tier 4
9892,Super built-up  Area,Ready To Move,HSR Layout,1142,2,2,65,2,106.095226,79547,749.7698341,Tier 2
11627,Super built-up  Area,Ready To Move,Kothanur,1142,2,2,56,2,106.095226,68532.8,645.9555494,Tier 3
6191,Super built-up  Area,Ready To Move,KR Puram,1142,2,1,51,2,106.095226,62413.8,588.2809468,Tier 3
9258,Super built-up  Area,Ready To Move,Hormavu,1143,2,1,53,2,106.188129,64861.4,610.8159227,Tier 3
10941,Super built-up  Area,Not Ready,Hosa Road,1143,2,1,34.2,2,106.188129,41853.96,394.1491426,Tier 4
7661,Super built-up  Area,Ready To Move,Kudlu,1143,2,1,55,2,106.188129,67309,633.8655802,Tier 3
8009,Super built-up  Area,Ready To Move,Naganathapura,1143,2,1,62,2,106.188129,75875.6,714.5393813,Tier 2
5409,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1143,2,2,38.65,2,106.188129,47299.87,445.4346305,Tier 4
6787,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1143,2,2,65,2,106.188129,79547,749.1138675,Tier 2
5,Built-up  Area,Ready To Move,Uttarahalli,1143,2,2,45,2,106.188129,55071,518.6172929,Tier 4
11175,Super built-up  Area,Ready To Move,Marathahalli,1144,2,2,65,2,106.281032,79547,748.4590477,Tier 2
6057,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1144,2,2,38.55,2,106.281032,47177.49,443.8937891,Tier 4
9257,Super built-up  Area,Ready To Move,Yeshwanthpur,1144,2,2,67,2,106.281032,81994.6,771.4885569,Tier 2
10519,Super built-up  Area,Ready To Move,3rd Phase Iti Layout,1145,2,1,63,2,106.373935,77099.4,724.7959756,Tier 2
12938,Super built-up  Area,Ready To Move,Akshayanagara East,1145,2,2,44,2,106.373935,53847.2,506.2067131,Tier 4
8451,Super built-up  Area,Ready To Move,Badavala Nagar,1145,2,2,57,2,106.373935,69756.6,655.7677875,Tier 3
6178,Super built-up  Area,Not Ready,Balagere,1145,2,2,65,2,106.373935,79547,747.8053717,Tier 2
5462,Super built-up  Area,Not Ready,Banashankari Stage III,1145,2,3,58.4,2,106.373935,71469.92,671.8743647,Tier 3
5738,Super built-up  Area,Ready To Move,Banaswadi,1145,2,2,55,2,106.373935,67309,632.7583914,Tier 3
8853,Super built-up  Area,Not Ready,Chennammana Kere,1145,2,2,58.4,2,106.373935,71469.92,671.8743647,Tier 3
1181,Built-up  Area,Ready To Move,Dodda Nekkundi,1145,2,1,46.5,2,106.373935,56906.7,534.9684582,Tier 4
9190,Super built-up  Area,Not Ready,Electronics City Phase 1,1145,2,1,54,2,106.373935,66085.2,621.2536934,Tier 3
9865,Super built-up  Area,Ready To Move,Horamavu Agara,1145,2,1,41.21,2,106.373935,50432.798,474.1086056,Tier 4
5109,Super built-up  Area,Ready To Move,Hosur Road,1145,2,2,60,3,106.373935,73428,690.2818816,Tier 2
12228,Super built-up  Area,Ready To Move,HRBR Layout,1145,2,2,68.5,2,106.373935,83830.3,788.0718148,Tier 2
2050,Built-up  Area,Ready To Move,HSR Layout,1145,2,2,46,2,106.373935,56294.8,529.2161092,Tier 4
7330,Super built-up  Area,Ready To Move,HSR Layout,1145,2,2,48,2,106.373935,58742.4,552.2255052,Tier 3
9393,Super built-up  Area,Ready To Move,HSR Layout,1145,2,2,46,2,106.373935,56294.8,529.2161092,Tier 4
10648,Super built-up  Area,Ready To Move,HSR Layout,1145,2,2,46,2,106.373935,56294.8,529.2161092,Tier 4
11867,Super built-up  Area,Ready To Move,HSR Layout,1145,2,2,46,2,106.373935,56294.8,529.2161092,Tier 4
7670,Super built-up  Area,Ready To Move,Indira Nagar,1145,2,2,100,2,106.373935,122380,1150.469803,Tier 1
7997,Super built-up  Area,Ready To Move,Kothanur,1145,2,2,56,2,106.373935,68532.8,644.2630894,Tier 3
7880,Super built-up  Area,Ready To Move,Lakshminarayana Pura,1145,2,1,75,2,106.373935,91785,862.8523519,Tier 2
7478,Super built-up  Area,Ready To Move,Nagarbhavi,1145,2,2,40,2,106.373935,48952,460.187921,Tier 4
10237,Super built-up  Area,Ready To Move,Old Airport Road,1145,2,2,75,2,106.373935,91785,862.8523519,Tier 2
4789,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1145,2,2,45.79,2,106.373935,56037.802,526.8001226,Tier 4
6342,Super built-up  Area,Ready To Move,Sarjapur  Road,1145,2,2,75,2,106.373935,91785,862.8523519,Tier 2
7016,Super built-up  Area,Ready To Move,Sarjapur  Road,1145,2,2,49.5,2,106.373935,60578.1,569.4825523,Tier 3
7672,Super built-up  Area,Not Ready,Sarjapur  Road,1145,2,1,62,2,106.373935,75875.6,713.2912776,Tier 2
10671,Super built-up  Area,Ready To Move,Sarjapur  Road,1145,2,2,49.5,2,106.373935,60578.1,569.4825523,Tier 3
12330,Super built-up  Area,Ready To Move,Udayagiri,1145,2,2,60,3,106.373935,73428,690.2818816,Tier 2
12034,Super built-up  Area,Ready To Move,Vinayaka Nagar,1145,2,2,51,2,106.373935,62413.8,586.7395993,Tier 3
8358,Super built-up  Area,Ready To Move,Mahadevpura,1146,2,1,53.8,2,106.466838,65840.44,618.4126554,Tier 3
5444,Super built-up  Area,Not Ready,Marathahalli,1146,2,1,70,2,106.466838,85666,804.6261316,Tier 2
13274,Super built-up  Area,Not Ready,Marathahalli,1146,2,1,69,2,106.466838,84442.2,793.1314725,Tier 2
8619,Super built-up  Area,Ready To Move,Nagarbhavi,1146,2,1,50,2,106.466838,61190,574.7329511,Tier 3
7447,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1146,2,3,55,2,106.466838,67309,632.2062462,Tier 3
383,Built-up  Area,Ready To Move,Sri Venkateshpura Layout,1146,2,1,38.5,2,106.466838,47116.3,442.5443724,Tier 4
7894,Super built-up  Area,Ready To Move,Thanisandra,1146,2,1,38,2,106.466838,46504.4,436.7970429,Tier 4
6675,Super built-up  Area,Ready To Move,Tirumanahalli,1146,2,1,39.5,2,106.466838,48340.1,454.0390314,Tier 4
10483,Super built-up  Area,Ready To Move,BTM 2nd Stage,1147,2,1,75,2,106.559741,91785,861.3478143,Tier 2
561,Built-up  Area,Ready To Move,Kalkere,1147,2,1,54,2,106.559741,66085.2,620.1704263,Tier 3
9159,Super built-up  Area,Not Ready,Kasavanhalli,1147,2,1,60,2,106.559741,73428,689.0782514,Tier 2
8436,Super built-up  Area,Ready To Move,Dodda Nekkundi,1148,2,1,56,2,106.652644,68532.8,642.5794751,Tier 3
4681,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1148,2,2,60,2,106.652644,73428,688.478009,Tier 2
10685,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1148,2,2,69,2,106.652644,84442.2,791.7497104,Tier 2
1015,Built-up  Area,Ready To Move,Doddanekundi,1148,2,1,59,2,106.652644,72204.2,677.0033756,Tier 3
8592,Super built-up  Area,Ready To Move,Thanisandra,1148,2,1,43.5,2,106.652644,53235.3,499.1465566,Tier 4
9807,Super built-up  Area,Ready To Move,Budigere,1149,2,2,65,2,106.745547,79547,745.2020458,Tier 2
11810,Super built-up  Area,Ready To Move,Indira Nagar,1149,2,1,130,2,106.745547,159094,1490.404092,Tier 1
7063,Super built-up  Area,Not Ready,Kengeri Satellite Town,1149,2,2,29,3,106.745547,35490.2,332.4747589,Tier 4
6561,Super built-up  Area,Ready To Move,Lakshminarayana Pura,1149,2,1,75,2,106.745547,91785,859.8485143,Tier 2
5875,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,1150,2,1,40.25,2,106.83845,49257.95,461.0507734,Tier 4
13178,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,1150,2,1,40.25,2,106.83845,49257.95,461.0507734,Tier 4
88,Built-up  Area,Ready To Move,5th Phase JP Nagar,1150,3,3,52.5,2,106.83845,64249.5,601.370574,Tier 3
12245,Super built-up  Area,Ready To Move,AGS Layout,1150,2,1,46,2,106.83845,56294.8,526.9151696,Tier 4
398,Built-up  Area,Ready To Move,Ambalipura,1150,2,2,80,2,106.83845,97904,916.374208,Tier 1
1177,Built-up  Area,Ready To Move,Amruthnagar,1150,2,1,48,2,106.83845,58742.4,549.8245248,Tier 4
10196,Super built-up  Area,Ready To Move,Anekal,1150,3,2,45,3,106.83845,55071,515.460492,Tier 4
772,Built-up  Area,Ready To Move,Bannerghatta Road,1150,2,2,65,2,106.83845,79547,744.554044,Tier 2
13024,Super built-up  Area,Ready To Move,Bannerghatta Road,1150,2,2,55,2,106.83845,67309,630.007268,Tier 3
10110,Super built-up  Area,Ready To Move,Bellandur,1150,2,1,69.44,2,106.83845,84980.672,795.4128125,Tier 2
4813,Super built-up  Area,Ready To Move,Brookefield,1150,2,3,69,2,106.83845,84442.2,790.3727544,Tier 2
5776,Super built-up  Area,Ready To Move,BTM Layout,1150,2,2,63,2,106.83845,77099.4,721.6446888,Tier 2
751,Built-up  Area,Ready To Move,Dasarahalli,1150,2,0,70,2,106.83845,85666,801.827432,Tier 2
924,Built-up  Area,Ready To Move,Defence Colony,1150,2,2,125,2,106.83845,152975,1431.8347,Tier 1
4838,Super built-up  Area,Ready To Move,Defence Colony,1150,2,2,126,2,106.83845,154198.8,1443.289378,Tier 1
1618,Built-up  Area,Ready To Move,Electronic City,1150,2,2,35,2,106.83845,42833,400.913716,Tier 4
6990,Super built-up  Area,Not Ready,Electronic City,1150,2,1,38,2,106.83845,46504.4,435.2777488,Tier 4
10370,Super built-up  Area,Ready To Move,Electronic City,1150,2,1,38,2,106.83845,46504.4,435.2777488,Tier 4
12425,Super built-up  Area,Ready To Move,Electronic City,1150,2,1,38.08,2,106.83845,46602.304,436.194123,Tier 4
1981,Built-up  Area,Not Ready,"Electronic city phase 1, ",1150,2,1,39,2,106.83845,47728.2,446.7324264,Tier 4
1434,Built-up  Area,Ready To Move,Electronic City Phase II,1150,3,3,46,3,106.83845,56294.8,526.9151696,Tier 4
6077,Super built-up  Area,Not Ready,Electronics City Phase 1,1150,2,2,39,2,106.83845,47728.2,446.7324264,Tier 4
482,Built-up  Area,Ready To Move,Friends Colony,1150,2,1,75,3,106.83845,91785,859.10082,Tier 2
6053,Super built-up  Area,Ready To Move,Garudachar Palya,1150,2,1,52.75,2,106.83845,64555.45,604.2342434,Tier 3
6730,Super built-up  Area,Ready To Move,Garudachar Palya,1150,2,2,52.8,2,106.83845,64616.64,604.8069773,Tier 3
7212,Super built-up  Area,Ready To Move,Garudachar Palya,1150,2,1,52.8,2,106.83845,64616.64,604.8069773,Tier 3
10179,Super built-up  Area,Ready To Move,Garudachar Palya,1150,2,1,52.5,2,106.83845,64249.5,601.370574,Tier 3
11430,Super built-up  Area,Ready To Move,Garudachar Palya,1150,2,2,52,2,106.83845,63637.6,595.6432352,Tier 3
1883,Built-up  Area,Ready To Move,Green View Layout,1150,2,1,42,2,106.83845,51399.6,481.0964592,Tier 4
2294,Built-up  Area,Ready To Move,Hebbal,1150,2,1,57,2,106.83845,69756.6,652.9166232,Tier 3
10546,Super built-up  Area,Ready To Move,Hebbal,1150,2,1,55,2,106.83845,67309,630.007268,Tier 3
6970,Super built-up  Area,Ready To Move,Hebbal Kempapura,1150,2,2,40,2,106.83845,48952,458.187104,Tier 4
4256,Plot  Area,Not Ready,Hennur,1150,3,2,80,3,106.83845,97904,916.374208,Tier 1
7458,Super built-up  Area,Not Ready,Hongasandra,1150,2,2,49,2,106.83845,59966.2,561.2792024,Tier 3
10731,Super built-up  Area,Ready To Move,Horamavu Agara,1150,2,1,42,2,106.83845,51399.6,481.0964592,Tier 4
829,Built-up  Area,Ready To Move,Hormavu,1150,2,1,53.11,2,106.83845,64996.018,608.3579273,Tier 3
4830,Super built-up  Area,Ready To Move,Hormavu,1150,2,2,55,2,106.83845,67309,630.007268,Tier 3
12869,Super built-up  Area,Ready To Move,Jakkur,1150,3,2,65,3,106.83845,79547,744.554044,Tier 2
1000,Built-up  Area,Ready To Move,JP Nagar,1150,2,2,49.9,3,106.83845,61067.62,571.5884122,Tier 3
10548,Super built-up  Area,Ready To Move,JP Nagar,1150,2,2,90,2,106.83845,110142,1030.920984,Tier 1
7504,Super built-up  Area,Not Ready,"JP Nagar 7th Phase, ",1150,2,1,74,2,106.83845,90561.2,847.6461424,Tier 2
12463,Super built-up  Area,Ready To Move,Kadugodi,1150,2,2,42,2,106.83845,51399.6,481.0964592,Tier 4
2389,Built-up  Area,Ready To Move,Kaggadasapura,1150,2,2,45,2,106.83845,55071,515.460492,Tier 4
5790,Super built-up  Area,Ready To Move,Kaggadasapura,1150,2,3,42,2,106.83845,51399.6,481.0964592,Tier 4
4750,Super built-up  Area,Ready To Move,Kaggalipura,1150,2,1,55,3,106.83845,67309,630.007268,Tier 3
9504,Super built-up  Area,Ready To Move,Kaggalipura,1150,2,1,62,3,106.83845,75875.6,710.1900112,Tier 2
11004,Super built-up  Area,Ready To Move,Kaggalipura,1150,2,1,57.5,3,106.83845,70368.5,658.643962,Tier 3
4579,Super built-up  Area,Ready To Move,Kalena Agrahara,1150,2,3,40,2,106.83845,48952,458.187104,Tier 4
703,Built-up  Area,Not Ready,Kamakshipalya,1150,2,1,75,2,106.83845,91785,859.10082,Tier 2
10075,Super built-up  Area,Ready To Move,Kanakpura Road,1150,2,2,40.25,3,106.83845,49257.95,461.0507734,Tier 4
8931,Super built-up  Area,Ready To Move,Kenchenahalli,1150,2,2,58,2,106.83845,70980.4,664.3713008,Tier 3
10337,Super built-up  Area,Ready To Move,Kenchenahalli,1150,2,2,60,2,106.83845,73428,687.280656,Tier 3
12401,Super built-up  Area,Ready To Move,Kenchenahalli,1150,2,2,57,2,106.83845,69756.6,652.9166232,Tier 3
3921,Plot  Area,Ready To Move,Kengeri,1150,1,0,52,1,106.83845,63637.6,595.6432352,Tier 3
788,Built-up  Area,Ready To Move,Kodichikkanahalli,1150,2,3,48,2,106.83845,58742.4,549.8245248,Tier 4
10357,Super built-up  Area,Ready To Move,KR Puram,1150,2,1,42,2,106.83845,51399.6,481.0964592,Tier 4
1284,Built-up  Area,Ready To Move,Kumara Park,1150,2,0,250,2,106.83845,305950,2863.6694,Tier 1
5019,Super built-up  Area,Ready To Move,Mahadevpura,1150,2,3,52,2,106.83845,63637.6,595.6432352,Tier 3
12688,Super built-up  Area,Ready To Move,Manayata Tech Park,1150,2,2,47,2,106.83845,57518.6,538.3698472,Tier 4
7159,Super built-up  Area,Not Ready,manyata tech park,1150,2,1,56,2,106.83845,68532.8,641.4619456,Tier 3
2458,Carpet  Area,Ready To Move,Mathikere,1150,2,0,60,3,106.83845,73428,687.280656,Tier 3
1001,Built-up  Area,Not Ready,Moodalapalya,1150,2,2,69,2,106.83845,84442.2,790.3727544,Tier 2
7040,Super built-up  Area,Ready To Move,Old Airport Road,1150,2,1,90,2,106.83845,110142,1030.920984,Tier 1
9775,Super built-up  Area,Ready To Move,Padmanabhanagar,1150,2,2,45,2,106.83845,55071,515.460492,Tier 4
12925,Super built-up  Area,Ready To Move,Padmanabhanagar,1150,2,0,50,2,106.83845,61190,572.73388,Tier 3
4227,Plot  Area,Ready To Move,Pai Layout,1150,2,1,170,2,106.83845,208046,1947.295192,Tier 1
11092,Super built-up  Area,Ready To Move,R.T. Nagar,1150,2,2,72,2,106.83845,88113.6,824.7367872,Tier 2
7207,Super built-up  Area,Not Ready,Ramamurthy Nagar,1150,2,2,51,2,106.83845,62413.8,584.1885576,Tier 3
11875,Super built-up  Area,Not Ready,Ramamurthy Nagar,1150,2,2,40,2,106.83845,48952,458.187104,Tier 4
6674,Super built-up  Area,Ready To Move,RK Layout 2nd Stage,1150,2,2,77.5,3,106.83845,94844.5,887.737514,Tier 2
514,Built-up  Area,Ready To Move,Sahakara Nagar,1150,2,1,54,2,106.83845,66085.2,618.5525904,Tier 3
2274,Built-up  Area,Ready To Move,Sanjay nagar,1150,2,0,70,2,106.83845,85666,801.827432,Tier 2
5443,Super built-up  Area,Ready To Move,Sanjay nagar,1150,2,3,72.2,2,106.83845,88358.36,827.0277227,Tier 2
11567,Super built-up  Area,Ready To Move,Sarjapur,1150,2,1,41,2,106.83845,50175.8,469.6417816,Tier 4
1469,Built-up  Area,Ready To Move,Sarjapur  Road,1150,2,0,44,2,106.83845,53847.2,504.0058144,Tier 4
7377,Super built-up  Area,Ready To Move,Sarjapur  Road,1150,2,2,77,2,106.83845,94232.6,882.0101752,Tier 2
9572,Super built-up  Area,Ready To Move,Sarjapur  Road,1150,2,0,36.8,2,106.83845,45035.84,421.5321357,Tier 4
12539,Super built-up  Area,Ready To Move,Sarjapur  Road,1150,2,1,48.5,2,106.83845,59354.3,555.5518636,Tier 3
5230,Super built-up  Area,Ready To Move,Seegehalli,1150,2,2,42.9,3,106.83845,52501.02,491.405669,Tier 4
12653,Super built-up  Area,Ready To Move,Siddapura,1150,2,2,90,2,106.83845,110142,1030.920984,Tier 1
9053,Super built-up  Area,Ready To Move,Subash Nagar,1150,2,2,45,2,106.83845,55071,515.460492,Tier 4
6941,Super built-up  Area,Ready To Move,Talaghattapura,1150,2,0,28,2,106.83845,34266.4,320.7309728,Tier 4
9244,Super built-up  Area,Ready To Move,Tigalarpalya,1150,2,1,60,2,106.83845,73428,687.280656,Tier 3
223,Built-up  Area,Ready To Move,Uttarahalli,1150,2,1,49,2,106.83845,59966.2,561.2792024,Tier 3
9206,Super built-up  Area,Ready To Move,Uttarahalli,1150,2,2,70,2,106.83845,85666,801.827432,Tier 2
11513,Super built-up  Area,Ready To Move,Uttarahalli,1150,2,1,46,2,106.83845,56294.8,526.9151696,Tier 4
12746,Super built-up  Area,Ready To Move,Uttarahalli,1150,2,1,45.99,2,106.83845,56282.562,526.8006228,Tier 4
559,Built-up  Area,Ready To Move,Whitefield,1150,2,3,44,3,106.83845,53847.2,504.0058144,Tier 4
604,Built-up  Area,Ready To Move,Whitefield,1150,2,0,55,2,106.83845,67309,630.007268,Tier 3
4874,Super built-up  Area,Ready To Move,Whitefield,1150,2,1,70,2,106.83845,85666,801.827432,Tier 2
7452,Super built-up  Area,Ready To Move,Whitefield,1150,2,2,90,2,106.83845,110142,1030.920984,Tier 1
9604,Super built-up  Area,Ready To Move,Whitefield,1150,2,2,55,2,106.83845,67309,630.007268,Tier 3
11304,Super built-up  Area,Not Ready,Whitefield,1150,2,2,40.21,2,106.83845,49208.998,460.5925863,Tier 4
5642,Super built-up  Area,Ready To Move,Yelahanka,1150,2,2,46,2,106.83845,56294.8,526.9151696,Tier 4
6860,Super built-up  Area,Ready To Move,Anandapura,1151,2,1,43.1,2,106.931353,52745.78,493.2676761,Tier 4
8349,Super built-up  Area,Ready To Move,Anandapura,1151,2,1,42.9,2,106.931353,52501.02,490.978731,Tier 4
9329,Super built-up  Area,Not Ready,Anandapura,1151,2,1,43.16,2,106.931353,52819.208,493.9543597,Tier 4
7210,Super built-up  Area,Not Ready,Kanakapura,1151,2,1,59,2,106.931353,72204.2,675.2388142,Tier 3
6415,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151,2,2,39.02,2,106.931353,47752.676,446.5731954,Tier 4
8503,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151,2,1,49,2,106.931353,59966.2,560.7915576,Tier 3
9020,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151,2,2,39,2,106.931353,47728.2,446.3443009,Tier 4
4547,Super built-up  Area,Not Ready,Ramagondanahalli,1151,2,2,48.77,2,106.931353,59684.726,558.1592706,Tier 3
7798,Super built-up  Area,Not Ready,Ramagondanahalli,1151,2,2,50.5,2,106.931353,61801.9,577.958646,Tier 3
9936,Super built-up  Area,Not Ready,Ramagondanahalli,1151,2,2,43.6,2,106.931353,53357.68,498.990039,Tier 4
12060,Super built-up  Area,Not Ready,Ramagondanahalli,1151,2,2,46,2,106.931353,56294.8,526.4573806,Tier 4
12564,Super built-up  Area,Not Ready,Ramagondanahalli,1151,2,2,42.5,2,106.931353,52011.5,486.4008407,Tier 4
